% # columns="iteration, evaluation, void, void, void, xmean", seed=387734, Fri Nov 28 01:07:11 2025, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 10 0 0 0 2.00451325033312 1.9643614272390684 4.1918931980496525 2.1900680121725857 5.920901887855641 4.258965055338044 1.6430591353337491 4.44305731045475 1.327499866325526
2 20 0 0 0 2.0609545431118543 2.133788622454835 4.421589912511239 2.41815654038074 5.899818185362355 4.546326114949418 1.625010611871316 4.414504203015483 1.2374740355756166
3 30 0 0 0 2.2091064352027208 2.2375179037098696 4.450091494941859 2.4626480728334617 5.8206572876059655 4.585930922701135 1.5429226954385877 4.445809344773343 1.316826491898042
4 40 0 0 0 2.476095953102199 2.464648389832535 4.355214773195762 2.625530113557147 5.8368788301559364 4.675867079253222 1.574018301419697 4.5452570022604455 1.2311188193057623
5 50 0 0 0 2.3708648808912534 2.2910253998757493 4.741919227158333 2.5458829215366197 5.945857989797682 4.772230106726137 1.4307879939672175 4.364578767214165 1.5238511626337545
6 60 0 0 0 2.494114860235791 2.182781492289819 4.810934241296178 2.5354466692769746 5.91517985102159 4.888400741900721 1.3154340328943153 4.477986033627658 1.7763827499256233
7 70 0 0 0 2.6671354996147683 2.274813076946459 4.935596935793591 2.476626975398832 5.9606035123308265 4.88545898205641 1.4711363094865963 4.459584189955228 1.9706775677310937
8 80 0 0 0 2.8491262270855793 2.2646578597079827 4.833778126530802 2.468013941733074 6.001451685067763 4.879688307390075 1.7398284868913538 4.419350516746654 2.3478132847376005
9 90 0 0 0 2.782101462682039 2.4289474008059075 4.637414382154432 2.3025316764532233 6.191971696434389 4.726569882000066 1.743358275132393 4.29465523402237 2.477817623317066
10 100 0 0 0 2.9885171739867333 2.332302587054161 4.760357820659585 2.303042651741697 6.022794654920631 4.744845298146917 2.142757122043643 4.427291231058948 2.304357259494888
11 110 0 0 0 3.1489537567874972 2.206262244955692 4.649805073019552 2.449792113833221 6.024182109340613 4.722730081230724 2.208624132091436 4.339507260829081 2.4782551195335945
12 120 0 0 0 3.1588691572502956 2.182701218611943 4.773789065265963 2.8478138950380654 5.761487421328756 4.656682258667885 1.968272747041892 3.9850120673460614 2.299075500497322
13 130 0 0 0 3.099486596512863 1.9554524534830386 4.8596328225037135 2.944176387690246 5.612385422749471 4.547284116396992 2.0174693293574917 3.9619039083978476 2.3046983321903034
14 140 0 0 0 3.0849330519550064 1.9362186448082328 4.644605412836994 3.1780815599178958 5.800850519949498 4.384906068328451 1.768332850638274 3.9457053914179476 2.298147621468079
15 150 0 0 0 3.0873078880771034 1.8728445993714762 4.21693302869151 3.2618843571888756 5.679357102279987 4.38500249276192 1.7469475276728528 3.856660643158809 2.3408572948436848
16 160 0 0 0 2.856397467793789 1.6761368827089997 4.342586717009729 3.0993165762245107 5.765902871527668 4.480169014797906 1.4478552200548955 4.0486983752675085 2.3156197901213775
17 170 0 0 0 2.8558627976028 1.9139547257169909 4.429634741581292 3.1717685815563255 6.0019166686579934 4.781502040359737 1.4168374743566476 3.865161328979462 2.4954783299857097
